CID,Drug Name,Accession,Gene Symbol
44404729,CHEMBL199244,Q07869,PPARA
9958543,CHEMBL179330,Q07869,PPARA
44404648,CHEMBL198493,Q07869,PPARA
44220889,CHEMBL569372,Q07869,PPARA
44404636,CHEMBL198623,Q07869,PPARA
44345172,CHEMBL116774,Q07869,PPARA
44404708,CHEMBL372780,Q07869,PPARA
45272171,CHEMBL556073,Q07869,PPARA
10116451,CHEMBL109975,Q07869,PPARA
44190860,CHEMBL564036,Q07869,PPARA
44404700,CHEMBL381889,Q07869,PPARA
44404701,CHEMBL381865,Q07869,PPARA
44220887,CHEMBL564368,Q07869,PPARA
24836820,CHEMBL561371,Q07869,PPARA
44388684,CHEMBL180123,Q07869,PPARA
10300072,CHEMBL110071,Q07869,PPARA
9954280,CHEMBL370152,Q07869,PPARA
44414991,CHEMBL214289,Q07869,PPARA
44345183,CHEMBL419768,Q07869,PPARA
21942723,CHEMBL434945,Q07869,PPARA
44424589,CHEMBL229888,Q07869,PPARA
10276470,CHEMBL109731,Q07869,PPARA
10281422,CHEMBL113324,Q07869,PPARA
44220886,CHEMBL560513,Q07869,PPARA
44404691,CHEMBL197637,Q07869,PPARA
44190763,CHEMBL549746,Q07869,PPARA
11317892,CHEMBL190169,Q07869,PPARA
44404715,CHEMBL197671,Q07869,PPARA
44339547,CHEMBL112790,Q07869,PPARA
44404690,CHEMBL197636,Q07869,PPARA
10207242,CHEMBL109241,Q07869,PPARA
44190762,CHEMBL461571,Q07869,PPARA
11645581,CHEMBL550762,Q07869,PPARA
46890462,CHEMBL1084321,Q07869,PPARA
9960726,CHEMBL345009,Q07869,PPARA
44442446,CHEMBL246205,Q07869,PPARA
10026148,CHEMBL240868,Q07869,PPARA
44589958,CHEMBL470144,Q07869,PPARA
44446245,CHEMBL402100,Q07869,PPARA
23529368,CHEMBL246208,Q07869,PPARA
44419769,CHEMBL222107,Q07869,PPARA
44419765,CHEMBL374323,Q07869,PPARA
44439725,CHEMBL430182,Q07869,PPARA
44590101,CHEMBL471011,Q07869,PPARA
22610208,CHEMBL382718,Q07869,PPARA
44627529,CHEMBL1075895,Q07869,PPARA
11826628,CHEMBL340011,Q07869,PPARA
44321462,CHEMBL89996,Q07869,PPARA
44316628,CHEMBL305854,Q07869,PPARA
44316114,CHEMBL433316,Q07869,PPARA
11729738,CHEMBL116947,Q07869,PPARA
46888968,CHEMBL1087582,Q07869,PPARA
46889073,CHEMBL1088246,Q07869,PPARA
46878645,CHEMBL1080361,Q07869,PPARA
44316825,CHEMBL305723,Q07869,PPARA
44406236,CHEMBL371760,Q07869,PPARA
44424583,CHEMBL389903,Q07869,PPARA
44442448,CHEMBL246206,Q07869,PPARA
16046718,CHEMBL485179,Q07869,PPARA
44441221,CHEMBL247110,Q07869,PPARA
46229833,CHEMBL591347,Q07869,PPARA
16222636,CHEMBL520508,Q07869,PPARA
11225797,CHEMBL198929,Q07869,PPARA
11335874,CHEMBL192518,Q07869,PPARA
21942781,CHEMBL436113,Q07869,PPARA
11663038,CHEMBL198786,Q07869,PPARA
10093355,CHEMBL144489,Q07869,PPARA
44480201,CHEMBL573252,Q07869,PPARA
44627408,CHEMBL1079489,Q07869,PPARA
46229903,CHEMBL589747,Q07869,PPARA
46229789,CHEMBL591534,Q07869,PPARA
46888992,CHEMBL1087466,Q07869,PPARA
44481227,CHEMBL573015,Q07869,PPARA
44579553,CHEMBL489769,Q07869,PPARA
21942751,CHEMBL199339,Q07869,PPARA
11133305,CHEMBL331469,Q07869,PPARA
44446260,CHEMBL253109,Q07869,PPARA
44316903,CHEMBL78442,Q07869,PPARA
11503588,CHEMBL118887,Q07869,PPARA
21942712,CHEMBL370809,Q07869,PPARA
11463604,CHEMBL222121,Q07869,PPARA
46889021,CHEMBL1087594,Q07869,PPARA
11234410,CHEMBL385106,Q07869,PPARA
44321572,CHEMBL87307,Q07869,PPARA
45488162,CHEMBL584704,Q07869,PPARA
44321284,CHEMBL87928,Q07869,PPARA
44441213,CHEMBL245454,Q07869,PPARA
10137115,CHEMBL383789,Q07869,PPARA
44415004,CHEMBL214295,Q07869,PPARA
5311242,AC1NSKAH,Q07869,PPARA
44564899,CHEMBL473953,Q07869,PPARA
10227653,CHEMBL514174,Q07869,PPARA
44564900,CHEMBL514173,Q07869,PPARA
44564854,CHEMBL474148,Q07869,PPARA
44406533,CHEMBL382514,Q07869,PPARA
44589957,CHEMBL469937,Q07869,PPARA
10225793,CHEMBL197866,Q07869,PPARA
10112797,CHEMBL200760,Q07869,PPARA
44345963,CHEMBL332465,Q07869,PPARA
44446272,CHEMBL401562,Q07869,PPARA
44431876,CHEMBL393381,Q07869,PPARA
11247908,CHEMBL516824,Q07869,PPARA
21942737,CHEMBL200746,Q07869,PPARA
45271112,CHEMBL551884,Q07869,PPARA
10119824,CHEMBL223128,Q07869,PPARA
16103199,CHEMBL218643,Q07869,PPARA
3715,Indomethacin,Q07869,PPARA
5280492,Leukotriene B4,Q07869,PPARA
446284,Icosapent,Q07869,PPARA
3893,Lauric acid,Q07869,PPARA
11005,Myristic acid,Q07869,PPARA
985,Palmitic Acid,Q07869,PPARA
5281,Stearic acid,Q07869,PPARA
444899,Arachidonic Acid,Q07869,PPARA
637517,Oleic Acid,Q07869,PPARA
5280934,alpha-Linolenic acid,Q07869,PPARA
2787,Clinofibrate,Q07869,PPARA
379,Caprylic acid,Q07869,PPARA
5881,Prasterone,Q07869,PPARA
1017,Phthalic Acid,Q07869,PPARA
445154,Resveratrol,Q07869,PPARA
3121,Valproic acid,Q07869,PPARA
3342,Fenoprofen,Q07869,PPARA
3371,Flufenamic acid,Q07869,PPARA
3672,Ibuprofen,Q07869,PPARA
72304,Isoflavone,Q07869,PPARA
39912,Dexibuprofen,Q07869,PPARA
2157,Amiodarone,Q07869,PPARA
445580,Doconexent,Q07869,PPARA
5591,Troglitazone,Q07869,PPARA
157049,Ertiprotafib,Q07869,PPARA
9864881,Elafibranor,Q07869,PPARA
11395145,Indeglitazar,Q07869,PPARA
5531,Trapidil,Q07343,PDE4B
2519,Caffeine,Q07343,PDE4B
33032,Glutamicol,Q07075,ENPEP
24759,Hyaluronic acid,Q07021,C1QBP
23978,Copper,Q07021,C1QBP
6918483,Artenimol,Q07020,RPL18
44299148,staurosporine,Q06187,BTK
9926791,"3-((3R,4R)-4-methyl-3-(methyl(7H-pyrrolo[2,3-d]pyrimidin-4-yl)amino)piperi",Q06187,BTK
11667893,AMG 706,Q06187,BTK
11656518,CHIR-265,Q06187,BTK
9874913,CP-724714,Q06187,BTK
156422,Doramapimod,Q06187,BTK
176870,Erlotinib,Q06187,BTK
46929748,CHEMBL1243200,Q06187,BTK
9977819,S1018_Selleck,Q06187,BTK
5291,Imatinib Methansulfonate,Q06187,BTK
123631,Gefitinib,Q06187,BTK
11712649,MLN8054,Q06187,BTK
9829523,PKC-412,Q06187,BTK
160355,Roscovitine,Q06187,BTK
153999,Ruboxistaurin,Q06187,BTK
10113978,Pazopanib,Q06187,BTK
16007391,S1147_Selleck,Q06187,BTK
11485656,ABT-869,Q06187,BTK
208908,Lapatinib ditosylate,Q06187,BTK
11617559,GW-2580,Q06187,BTK
24889392,S1526_Selleck,Q06187,BTK
5329102,Sunitinib,Q06187,BTK
5494449,VX-680,Q06187,BTK
6445562,Pelitinib,Q06187,BTK
25263033,CHEMBL502156,Q06187,BTK
107758,"Inositol 1,3,4,5-tetrakisphosphate",Q06187,BTK
11843159,CHEMBL386760,Q06187,BTK
44259,STAUROSPORINE,Q06187,BTK
156414,Canertinib,Q06187,BTK
6610353,Bio2_000413,Q06187,BTK
126565,Lestaurtinib,Q06187,BTK
5328940,Bosutinib,Q06187,BTK
25154877,CHEMBL458333,Q06187,BTK
9869943,CHEMBL281957,Q06187,BTK
3062316,Dasatinib,Q06187,BTK
5353940,SB 202190,Q06187,BTK
16086114,CHEMBL215943,Q06187,BTK
2756534,ZINC02539764,Q06187,BTK
44432441,CHEMBL233338,Q06187,BTK
17748275,CHEMBL246356,Q06187,BTK
46929857,CHEMBL1243326,Q06187,BTK
44570554,CHEMBL517647,Q06187,BTK
44570553,CHEMBL465465,Q06187,BTK
44570600,CHEMBL481969,Q06187,BTK
44329707,CHEBI:259924,Q06187,BTK
44562721,CHEMBL459044,Q06187,BTK
10138259,SU-14813,Q06187,BTK
9884685,PI-103,Q06187,BTK
3038522,Tandutinib,Q06187,BTK
4708,4-anilinoquinazoline deriv. 2,Q06187,BTK
10246246,CHEMBL578601,Q06187,BTK
44570599,CHEMBL481968,Q06187,BTK
11723489,CHEMBL568922,Q06187,BTK
11755812,CHEMBL1081198,Q06187,BTK
46929544,CHEMBL1242977,Q06187,BTK
46865419,CHEMBL1090143,Q06187,BTK
44560358,CHEBI:547436,Q06187,BTK
24969301,CHEMBL565061,Q06187,BTK
49838879,CHEMBL1290746,Q06187,BTK
24821094,Ibrutinib,Q06187,BTK
71226662,Acalabrutinib,Q06187,BTK
11671467,Fostamatinib,Q06187,BTK
135565884,Zanubrutinib,Q06187,BTK
72734520,Abivertinib,Q06187,BTK
3081361,Vandetanib,Q06187,BTK
23400934,CHEMBL576989,Q06187,BTK
23401001,CHEMBL576887,Q06187,BTK
613528,"3-Amino-4,6-dimethylthieno[2,3-b]pyridine-2-carboxamide",Q06187,BTK
4521392,SB-431542,Q06187,BTK
5330790,RWJ-387252,Q06187,BTK
45481533,CHEBI:668343,Q06187,BTK
52945601,CHEMBL1240703,Q06187,BTK
11467730,CHEMBL209148,Q06187,BTK
216239,sorafenibum,Q06187,BTK
45481534,CHEBI:668344,Q06187,BTK
151194,Vatalanib,Q06187,BTK
3038525,VX-745,Q06187,BTK
5459219,CHEBI:104346,Q06187,BTK
3025986,SNS-032,Q06187,BTK
9549280,lfm-a13,Q06187,BTK
16086104,CHEMBL386661,Q06187,BTK
11409972,AST-487,Q06187,BTK
753,Trihydroxypropane,Q05516,ZBTB16
387447,Bortezomib,Q04206,RELA
55185,Azithramycine,Q04206,RELA
93860,Bortezomib,Q04206,RELA
46879489,cratoxyxanthone,Q04206,RELA
5743,Fluormethylprednisolone,Q04206,RELA
46880203,CHEMBL1080697,Q04206,RELA
5495929,AC1NUY37,Q04206,RELA
46880202,CHEMBL1080696,Q04206,RELA
23631950,CHEMBL514875,Q04206,RELA
581,Acetylcysteine,Q04206,RELA
5426,Theophilcholine,Q04206,RELA
46887867,CHEMBL1095556,Q04206,RELA
5862,acetylcysteine,Q04206,RELA
12035,ACETYLCYSTEINE,Q04206,RELA
5495925,AIDS180903,Q04206,RELA
392450,Deoxygartinin,Q04206,RELA
46887814,CHEMBL1096733,Q04206,RELA
9907182,CHEMBL337665,Q04206,RELA
15698945,CHEMBL109860,Q04206,RELA
46834560,Artoristilbene,Q04206,RELA
44226791,Cyclorigidol,Q04206,RELA
46887866,artobiloxanthone,Q04206,RELA
5495926,GARCINONE D,Q04206,RELA
16109600,CHEMBL218282,Q04206,RELA
46834285,Artorigidin A,Q04206,RELA
10181390,CHEMBL218434,Q04206,RELA
16109598,CHEMBL218163,Q04206,RELA
16109538,CHEMBL384590,Q04206,RELA
331783,Rocaglamide,Q04206,RELA
9820526,CHEMBL129857,Q04206,RELA
5281650,Mangostin,Q04206,RELA
24970975,Spheciosterol sulfate B,Q04206,RELA
5281633,Gartanin,Q04206,RELA
24943523,CHEMBL455091,Q04206,RELA
9865808,SC-236,Q04206,RELA
24970973,CHEMBL446072,Q04206,RELA
24970971,Spheciosterol sulfate A,Q04206,RELA
9939426,WX-UK1,Q03405,PLAUR
44364420,()-oxazepam hemisuccinate sodium salt,Q03405,PLAUR
44364339,()-oxazepam hemisuccinate sodium salt,Q03405,PLAUR
44364360,()-oxazepam hemisuccinate sodium salt,Q03405,PLAUR
44364245,()-oxazepam hemisuccinate sodium salt,Q03405,PLAUR
44364376,()-oxazepam hemisuccinate sodium salt,Q03405,PLAUR
44364244,()-oxazepam hemisuccinate sodium salt,Q03405,PLAUR
44364243,()-oxazepam hemisuccinate sodium salt,Q03405,PLAUR
44364235,()-oxazepam hemisuccinate sodium salt,Q03405,PLAUR
44364234,()-oxazepam hemisuccinate sodium salt,Q03405,PLAUR
44318675,()-oxazepam hemisuccinate sodium salt,Q03405,PLAUR
44364421,()-oxazepam hemisuccinate sodium salt,Q03405,PLAUR
44364233,()-oxazepam hemisuccinate sodium salt,Q03405,PLAUR
439374,Monodehydroascorbate,Q02809,PLOD1
54670067,Ascorbic acid,Q02809,PLOD1
1110,Bernsteinsaeure,Q02809,PLOD1
4201,Theroxidil,Q02809,PLOD1
5785,Monodehydroascorbate,Q02809,PLOD1
5206,fluoromethyl hexafluoroisopropyl ether,P98194,ATP2C1
14888,Arsentrioxide,P98194,ATP2C1
3226,Methylflurether,P98194,ATP2C1
3763,Isoflurane,P98194,ATP2C1
518740,Arsentrioxide,P98194,ATP2C1
3562,Bromochlorotrifluoroethane,P98194,ATP2C1
42113,Desflurane,P98194,ATP2C1
4116,Methoxifluranum,P98194,ATP2C1
4189,Miconazole,P98194,ATP2C1
4369440,ISOFLURANE,P98194,ATP2C1
5460341,Calcium,P98194,ATP2C1
253602,Anisomycin,P84098,RPL19
439530,Puromycin,P84098,RPL19
444718,(S)-3-phenyllactic acid,P84098,RPL19
135678101,Carboxymycobactin S,P80188,LCN2
185698,Mannose,P80188,LCN2
6323264,CARBOXYMYCOBACTIN T,P80188,LCN2
6323262,CARBOXYMYCOBACTIN S,P80188,LCN2
6950143,3-hydroxysalicylate,P80188,LCN2
449146,"2,3-DIHYDROXYBENZAMIDE",P80188,LCN2
46936871,Carboxymycobactin T,P80188,LCN2
151483,"2,3-Dihydroxybenzoylserine",P80188,LCN2
19,"2,3-Dihydroxy-Benzoic Acid",P80188,LCN2
2969,Kaprinsaeure,P80188,LCN2
15606,Methyl nonanoate,P80188,LCN2
9861547,(3S)-1-{[4-(but-2-yn-1-yloxy)phenyl]sulfonyl}pyrrolidine-3-thiol,P78536,ADAM17
6914621,(2R)-N-HYDROXY-2-[(3S)-3-METHYL-3-{4-[(2-METHYLQUINOLIN-4-YL)METHOXY]PHENYL}-2-OXOPYRROLIDIN-1-YL]PROPANAMIDE,P78536,ADAM17
24800833,"methyl (1R,2S)-2-(hydroxycarbamoyl)-1-{4-[(2-methylquinolin-4-yl)methoxy]benzyl}cyclopropanecarboxylate",P78536,ADAM17
25049750,"(1S,3R,6S)-4-oxo-6-{4-[(2-phenylquinolin-4-yl)methoxy]phenyl}-5-azaspiro[2.4]heptane-1-carboxylic acid",P78536,ADAM17
42627769,N-{[4-(but-2-yn-1-yloxy)phenyl]sulfonyl}-5-methyl-D-tryptophan,P78536,ADAM17
23627203,3-{[4-(but-2-yn-1-yloxy)phenyl]sulfonyl}propane-1-thiol,P78536,ADAM17
6102708,"4-({4-[(4-AMINOBUT-2-YNYL)OXY]PHENYL}SULFONYL)-N-HYDROXY-2,2-DIMETHYLTHIOMORPHOLINE-3-CARBOXAMIDE",P78536,ADAM17
5288615,"(3S)-4-{[4-(BUT-2-YNYLOXY)PHENYL]SULFONYL}-N-HYDROXY-2,2-DIMETHYLTHIOMORPHOLINE-3-CARBOXAMIDE",P78536,ADAM17
21362699,CHEMBL81809,P68400,CSNK2A1
21362696,CHEMBL81603,P68400,CSNK2A1
13441298,CHEMBL81170,P68400,CSNK2A1
21362674,CHEMBL78862,P68400,CSNK2A1
21362689,CHEMBL78917,P68400,CSNK2A1
44317866,CHEMBL81315,P68400,CSNK2A1
21362756,CHEMBL312676,P68400,CSNK2A1
21362669,CHEMBL81214,P68400,CSNK2A1
21362727,CHEMBL81229,P68400,CSNK2A1
14929458,CHEMBL78618,P68400,CSNK2A1
44317768,CHEMBL312648,P68400,CSNK2A1
44317865,CHEMBL311306,P68400,CSNK2A1
21362697,CHEMBL312170,P68400,CSNK2A1
44317844,CHEMBL80793,P68400,CSNK2A1
21362732,CHEMBL80121,P68400,CSNK2A1
44384847,CHEMBL172009,P68400,CSNK2A1
10448840,CHEMBL80843,P68400,CSNK2A1
49839480,CHEMBL1288582,P68400,CSNK2A1
44384968,CHEMBL172419,P68400,CSNK2A1
21363970,CHEMBL368941,P68400,CSNK2A1
44384844,CHEMBL368742,P68400,CSNK2A1
10106943,CHEMBL172304,P68400,CSNK2A1
44384848,CHEMBL172010,P68400,CSNK2A1
10016216,CHEMBL172903,P68400,CSNK2A1
11502255,CHEMBL489344,P68400,CSNK2A1
44405987,CHEMBL200348,P68400,CSNK2A1
44576212,CHEMBL523938,P68400,CSNK2A1
44406055,CHEMBL382070,P68400,CSNK2A1
44405946,CHEMBL199658,P68400,CSNK2A1
44405945,CHEMBL199657,P68400,CSNK2A1
9991478,CHEMBL172908,P68400,CSNK2A1
44259,STAUROSPORINE,P68400,CSNK2A1
10207821,CHEMBL103055,P68400,CSNK2A1
24894993,CHEMBL453336,P68400,CSNK2A1
386892,NSC679795,P68400,CSNK2A1
10400616,CHEMBL177154,P68400,CSNK2A1
10423554,CHEMBL368363,P68400,CSNK2A1
11776085,CHEMBL171993,P68400,CSNK2A1
10050156,2e9n,P68400,CSNK2A1
11179374,CHEMBL390762,P68400,CSNK2A1
21363972,CHEMBL366888,P68400,CSNK2A1
44405982,CHEMBL200586,P68400,CSNK2A1
44444843,Kinome_2918,P68400,CSNK2A1
386898,NSC679798,P68400,CSNK2A1
44426760,CHEMBL398149,P68400,CSNK2A1
21362741,CHEMBL312651,P68400,CSNK2A1
5280443,Apigenine,P68400,CSNK2A1
42614390,CHEMBL221562,P68400,CSNK2A1
44426750,CHEMBL230135,P68400,CSNK2A1
153999,Ruboxistaurin,P68400,CSNK2A1
11202723,CHEMBL374640,P68400,CSNK2A1
44426771,CHEMBL395969,P68400,CSNK2A1
44123806,CHEMBL453937,P68400,CSNK2A1
1694,TETRABROMO-2-BENZOTRIAZOLE,P68400,CSNK2A1
5149739,2oxy,P68400,CSNK2A1
11455295,CHEMBL373980,P68400,CSNK2A1
447682,"(5-OXO-5,6-DIHYDRO-INDOLO[1,2-A]QUINAZOLIN-7-YL)-ACETIC ACID",P68400,CSNK2A1
11236611,CHEMBL222283,P68400,CSNK2A1
10389037,2oxd,P68400,CSNK2A1
44123808,CHEMBL459346,P68400,CSNK2A1
44426746,CHEMBL230455,P68400,CSNK2A1
44123807,"3-(4,5,6,7-Tetrabromo-1h-Benzotriazol-1-Yl)propan-1-Ol",P68400,CSNK2A1
718154,"5,6,8-trichloro-4-oxo-1H-quinoline-3-carboxylic Acid",P68400,CSNK2A1
11224695,CHEMBL373938,P68400,CSNK2A1
693139,"7,8-dichloro-4-oxo-1H-quinoline-3-carboxylic Acid",P68400,CSNK2A1
24779678,2pvm,P68400,CSNK2A1
11352374,CHEMBL375244,P68400,CSNK2A1
44426756,CHEMBL230248,P68400,CSNK2A1
3038522,Tandutinib,P68400,CSNK2A1
156422,Doramapimod,P68400,CSNK2A1
10113978,Pazopanib,P68400,CSNK2A1
3062316,Dasatinib,P68400,CSNK2A1
24889392,S1526_Selleck,P68400,CSNK2A1
176870,Erlotinib,P68400,CSNK2A1
44590795,CHEMBL459577,P68400,CSNK2A1
11365120,CHEMBL375332,P68400,CSNK2A1
11432846,CHEMBL222093,P68400,CSNK2A1
44426768,CHEMBL395968,P68400,CSNK2A1
44426773,CHEMBL230781,P68400,CSNK2A1
44426779,CHEMBL398170,P68400,CSNK2A1
44426778,CHEMBL230987,P68400,CSNK2A1
9869943,CHEMBL281957,P68400,CSNK2A1
308815,4-Hydroxy-benzo[H]quinoline-3-carboxylic acid,P68400,CSNK2A1
44426741,CHEMBL389604,P68400,CSNK2A1
11444255,CHEMBL222103,P68400,CSNK2A1
11432151,CHEMBL221614,P68400,CSNK2A1
44426745,CHEMBL389802,P68400,CSNK2A1
5353940,SB 202190,P68400,CSNK2A1
44426751,CHEMBL230136,P68400,CSNK2A1
44426758,CHEMBL230353,P68400,CSNK2A1
24779675,2pvj,P68400,CSNK2A1
9829523,PKC-412,P68400,CSNK2A1
45481533,CHEBI:668343,P68400,CSNK2A1
44426752,CHEMBL230246,P68400,CSNK2A1
5281855,Elagostasine,P68400,CSNK2A1
24779676,2pvk,P68400,CSNK2A1
44426742,CHEMBL231492,P68400,CSNK2A1
11630874,PI 3-Kgamma/CKII Inhibitor,P68400,CSNK2A1
10138259,SU-14813,P68400,CSNK2A1
5329102,Sunitinib,P68400,CSNK2A1
126565,Lestaurtinib,P68400,CSNK2A1
44426761,CHEMBL230462,P68400,CSNK2A1
44299148,staurosporine,P68400,CSNK2A1
23656870,2pvn,P68400,CSNK2A1
445154,Resveratrol,P68400,CSNK2A1
33113,ADENYLYL IMIDODIPHOSPHATE,P68400,CSNK2A1
44426743,CHEMBL231590,P68400,CSNK2A1
44426764,CHEMBL230568,P68400,CSNK2A1
9977819,S1018_Selleck,P68400,CSNK2A1
44426748,CHEMBL230456,P68400,CSNK2A1
5326977,"S-METHYL-4,5,6,7-TETRABROMO-BENZIMIDAZOLE",P68400,CSNK2A1
11466520,CHEMBL222099,P68400,CSNK2A1
11352967,CHEMBL223082,P68400,CSNK2A1
11419852,CHEMBL222049,P68400,CSNK2A1
44426763,CHEMBL230463,P68400,CSNK2A1
11341102,CHEMBL222284,P68400,CSNK2A1
11191050,CHEMBL225087,P68400,CSNK2A1
11284111,CHEMBL373559,P68400,CSNK2A1
24779677,CHEMBL230137,P68400,CSNK2A1
5326976,"InSolution™ Casein Kinase II Inhibitor, DMAT",P68400,CSNK2A1
44426744,CHEMBL231591,P68400,CSNK2A1
11352337,CHEMBL375230,P68400,CSNK2A1
44426767,CHEMBL230673,P68400,CSNK2A1
44426786,CHEMBL396230,P68400,CSNK2A1
44426749,CHEMBL388042,P68400,CSNK2A1
44426747,CHEMBL389765,P68400,CSNK2A1
5494449,VX-680,P68400,CSNK2A1
123631,Gefitinib,P68400,CSNK2A1
3038525,VX-745,P68400,CSNK2A1
21362749,CHEMBL310179,P68400,CSNK2A1
44406013,CHEMBL197923,P68400,CSNK2A1
44406074,CHEMBL199755,P68400,CSNK2A1
44426757,CHEMBL230352,P68400,CSNK2A1
386896,NSC679797,P68400,CSNK2A1
5894,Dichlorobenzimidazole Riboside,P68400,CSNK2A1
44426765,CHEMBL230569,P68400,CSNK2A1
44590749,CHEMBL459345,P68400,CSNK2A1
44405949,CHEMBL199996,P68400,CSNK2A1
9863538,CHEMBL191336,P68400,CSNK2A1
9882612,CHEMBL332551,P68400,CSNK2A1
44427519,CHEMBL389745,P68400,CSNK2A1
21948240,CHEMBL584384,P68400,CSNK2A1
44590715,CHEMBL451155,P68400,CSNK2A1
44406019,CHEMBL199737,P68400,CSNK2A1
44405999,CHEMBL371695,P68400,CSNK2A1
44590794,CHEMBL512747,P68400,CSNK2A1
3035462,Hymenialdisine,P68400,CSNK2A1
5280343,Xanthaurine,P68400,CSNK2A1
44405940,CHEMBL199951,P68400,CSNK2A1
44406014,CHEMBL199383,P68400,CSNK2A1
44405983,CHEMBL200796,P68400,CSNK2A1
44406018,CHEMBL371239,P68400,CSNK2A1
21362698,CHEMBL309953,P68400,CSNK2A1
11075446,CHEMBL78464,P68400,CSNK2A1
21362687,CHEMBL82136,P68400,CSNK2A1
21362754,CHEMBL312698,P68400,CSNK2A1
44317538,CHEMBL309265,P68400,CSNK2A1
21362748,CHEMBL78885,P68400,CSNK2A1
9949093,NCGC00165873-01,P68400,CSNK2A1
162883,Eudistomin N,P68400,CSNK2A1
64961,Carbazoline,P68400,CSNK2A1
44317726,CHEMBL82137,P68400,CSNK2A1
11164332,CID 11222248,P68400,CSNK2A1
607775,6-Methoxy-9H-beta-carboline,P68400,CSNK2A1
11287153,CID 11287153,P68400,CSNK2A1
44405939,CHEMBL200657,P68400,CSNK2A1
386894,AC1L8SNN,P68400,CSNK2A1
44405938,CHEMBL371242,P68400,CSNK2A1
11156410,CHEMBL225137,P68400,CSNK2A1
44406048,CHEMBL199759,P68400,CSNK2A1
9795307,CHEMBL175225,P68400,CSNK2A1
208908,Lapatinib ditosylate,P68400,CSNK2A1
52945601,CHEMBL1240703,P68400,CSNK2A1
16007391,S1147_Selleck,P68400,CSNK2A1
11485656,ABT-869,P68400,CSNK2A1
9884685,PI-103,P68400,CSNK2A1
216239,sorafenibum,P68400,CSNK2A1
5459219,CHEBI:104346,P68400,CSNK2A1
45481534,CHEBI:668344,P68400,CSNK2A1
156414,Canertinib,P68400,CSNK2A1
11667893,AMG 706,P68400,CSNK2A1
11409972,AST-487,P68400,CSNK2A1
5330790,RWJ-387252,P68400,CSNK2A1
9874913,CP-724714,P68400,CSNK2A1
3025986,SNS-032,P68400,CSNK2A1
5291,Imatinib Methansulfonate,P68400,CSNK2A1
11617559,GW-2580,P68400,CSNK2A1
3081361,Vandetanib,P68400,CSNK2A1
160355,Roscovitine,P68400,CSNK2A1
151194,Vatalanib,P68400,CSNK2A1
44329707,CHEBI:259924,P68400,CSNK2A1
11656518,CHIR-265,P68400,CSNK2A1
11645322,CHEMBL199528,P68400,CSNK2A1
11712649,MLN8054,P68400,CSNK2A1
44426774,CHEMBL397923,P68400,CSNK2A1
44405988,CHEMBL198022,P68400,CSNK2A1
19967010,CHEMBL574284,P68400,CSNK2A1
11433400,CHEMBL222833,P68400,CSNK2A1
44426769,CHEMBL230674,P68400,CSNK2A1
19689569,CHEMBL574285,P68400,CSNK2A1
44406047,CHEMBL370199,P68400,CSNK2A1
44426770,CHEMBL230779,P68400,CSNK2A1
44590796,CHEMBL502728,P68400,CSNK2A1
44590746,CHEMBL459343,P68400,CSNK2A1
44426776,CHEMBL230886,P68400,CSNK2A1
3220,Schuttgelb,P68400,CSNK2A1
11359538,CHEMBL200499,P68400,CSNK2A1
291977,8-methyl-7-chloroquinoline-4-one-3-carboxylic acid,P68400,CSNK2A1
11414735,CHEMBL310975,P68400,CSNK2A1
9926791,"3-((3R,4R)-4-methyl-3-(methyl(7H-pyrrolo[2,3-d]pyrimidin-4-yl)amino)piperi",P68400,CSNK2A1
4521392,SB-431542,P68400,CSNK2A1
44405941,CHEMBL373001,P68400,CSNK2A1
9797370,CHEMBL120077,P68400,CSNK2A1
4634231,"1,8-Di-Hydroxy-4-Nitro-Anthraquinone",P68400,CSNK2A1
5795340,"3,8-DIBROMO-7-HYDROXY-4-METHYL-2H-CHROMEN-2-ONE",P68400,CSNK2A1
5326978,"N1,N2-ETHYLENE-2-METHYLAMINO-4,5,6,7-TETRABROMO-BENZIMIDAZOLE",P68400,CSNK2A1
5326637,"1,8-Di-Hydroxy-4-Nitro-Xanthen-9-One",P68400,CSNK2A1
85466,"5,8-Di-Amino-1,4-Dihydroxy-Anthraquinone",P68400,CSNK2A1
135566411,"19-(cyclopropylamino)-4,6,7,15-tetrahydro-5H-16,1-(azenometheno)-10,14-(metheno)pyrazolo[4,3-o][1,3,9]triazacyclohexadecin-8(9H)-one",P68400,CSNK2A1
24779674,"N,N'-DIPHENYLPYRAZOLO[1,5-A][1,3,5]TRIAZINE-2,4-DIAMINE",P68400,CSNK2A1
5004,Quinalizarin,P68400,CSNK2A1
5957,ATP,P68400,CSNK2A1
11671467,Fostamatinib,P68400,CSNK2A1
444655,Benzamidine,P68400,CSNK2A1
44462678,Phosphoaminophosphonic Acid-Adenylate Ester,P68400,CSNK2A1
5988,Sucrose,P68133,ACTA1
5288658,Kabiramide C,P68133,ACTA1
5288653,Jaspisamide A,P68133,ACTA1
5289288,Tmr,P68133,ACTA1
92105,1-Methylhistidine,P68133,ACTA1
44462678,Phosphoaminophosphonic Acid-Adenylate Ester,P68133,ACTA1
11840920,Aplyronine A,P68133,ACTA1
5289284,Reidispongiolide A,P68133,ACTA1
52946592,Reidispongiolide C,P68133,ACTA1
46937020,Sphinxolide B,P68133,ACTA1
131704227,Ulapualide A,P68133,ACTA1
